alignment_loss,bcs_loss,epoch,eval_acc,invariance_loss,pred_cov_top1_eig,pred_effective_rank,sigreg_loss,target_cov_top1_eig,target_effective_rank,total_loss,train_alignment_loss,train_bcs_loss,train_invariance_loss,train_sigreg_loss,train_total_loss,variance_ratio
0.07391417080420858,0.400720954700045,1.0,0.9192349048174342,0.0002888024756640277,0.06167832762002945,19.129701614379883,4.007498351670184,0.06740792095661163,52.28089141845703,0.4746640115564262,0.12875120298809364,0.4005383344573914,0.0005030086166477216,4.005886352822232,0.5293398442141957,0.5456176996231079
0.07187026508159368,0.40071986587471725,2.0,0.9218700307431358,0.0002808184689242646,0.06026419997215271,20.60771942138672,4.007479477798169,0.06740792095661163,52.28089141845703,0.4726182187482392,0.11903737506741305,0.40050173684218277,0.00046506397686859203,4.005482432493855,0.5195856243388397,0.5501234531402588
0.07110242705011768,0.40070646871912907,3.0,0.9231270160984992,0.0002778191017872506,0.06057777255773544,21.8968563079834,4.007342508250788,0.06740792095661163,52.28089141845703,0.4718366836091003,0.11597228616267474,0.4004908568897025,0.00045309097344062684,4.005361660545729,0.5165084581744254,0.5713152289390564
0.07112667721007865,0.40069655634736906,4.0,0.9239902470051945,0.0002779138301304915,0.06159181147813797,22.483570098876953,4.007243479880218,0.06740792095661163,52.28089141845703,0.4718510309600889,0.11411883076402819,0.40048170621422924,0.0004458509137086602,4.005262915614301,0.5146451283785597,0.5862181782722473
0.07098618503081969,0.4006973399461129,5.0,0.9231345882994351,0.0002773650316812339,0.06251706182956696,22.779460906982422,4.00725076760801,0.06740792095661163,52.28089141845703,0.4717112677127398,0.11263403227675631,0.40047813304029367,0.0004400509196614564,4.005221382060208,0.513156176417908,0.5895175337791443
0.0712968754011432,0.4006993554516618,6.0,0.9205070345746694,0.0002785786652112929,0.060707077383995056,23.516345977783203,4.007272133806484,0.06740792095661163,52.28089141845703,0.47202409443947574,0.11164845625871313,0.4004743724117097,0.00043620101241533145,4.005179922805738,0.5121664544628381,0.5880959033966064
0.07125889959821653,0.40069419545785817,7.0,0.9204237403643744,0.00027843032287858723,0.061278797686100006,23.466123580932617,4.007220385814124,0.06740792095661163,52.28089141845703,0.47198094434017174,0.11074915519119699,0.4004702568135105,0.0004326881181645234,4.005135256551862,0.5112626867835367,0.5956043004989624
0.07159562325403941,0.4006931514571984,8.0,0.9186897063500477,0.0002797456491937027,0.06214464455842972,22.93044090270996,4.007211260770968,0.06740792095661163,52.28089141845703,0.47231675546545626,0.11008070537141373,0.4004676507244939,0.00043007698595673953,4.005106583495155,0.5105913696541893,0.5923159718513489
0.07174394239470303,0.40068892751655943,9.0,0.9174781542002999,0.0002803250224161633,0.06134241819381714,23.96954345703125,4.007169597525961,0.06740792095661163,52.28089141845703,0.4724609079191042,0.10957210766883568,0.4004647745767555,0.0004280902768010204,4.005075837973699,0.5100796973004953,0.6006489992141724
0.07224341178150782,0.4006747193343961,10.0,0.9214914206963396,0.00028227607240627957,0.06535966694355011,23.44062614440918,4.007029470249412,0.06740792095661163,52.28089141845703,0.4729463650597644,0.10896672729097015,0.4004639622120943,0.00042572550919703936,4.0050653475440825,0.5094732682525416,0.6218201518058777
0.07229957723264924,0.40068422652753594,11.0,0.9164256182702064,0.00028249546894067607,0.061588071286678314,24.568998336791992,4.007124765199724,0.06740792095661163,52.28089141845703,0.4730120598349137,0.10879112629919517,0.40046254241908974,0.00042503956769823173,4.0050504639505204,0.5092961787029643,0.6118362545967102
0.07251754546685046,0.4006837341805867,12.0,0.9181445078826612,0.0002833469095229625,0.06188253313302994,24.346237182617188,4.007120692524682,0.06740792095661163,52.28089141845703,0.4732296205493463,0.10835261176828362,0.40046103875988487,0.0004233266200489055,4.005033713125348,0.5088559891532866,0.6072539687156677
0.07260732534160344,0.4006834936781785,13.0,0.9155396707607033,0.0002836976112758738,0.06192392855882645,24.607894897460938,4.007118634999532,0.06740792095661163,52.28089141845703,0.47331919459248734,0.1080264898323052,0.4004601275736302,0.00042205270710164207,4.005023329058229,0.5085288285786881,0.6114819049835205
nan,nan,14.0,0.1984749587315049,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,15.0,0.1984749587315049,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,16.0,0.1984749587315049,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,17.0,0.1984749587315049,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,18.0,0.1984749587315049,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,19.0,0.1984749587315049,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,20.0,0.1984749587315049,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
