alignment_loss,epoch,eval_acc,pred_cov_top1_eig,pred_effective_rank,target_cov_top1_eig,target_effective_rank,total_loss,train_alignment_loss,train_total_loss,variance_ratio
0.1641060306733016,1.0,0.580759254892714,0.0451616495847702,32.71212387084961,0.04613020271062851,168.42669677734375,0.1641060306733016,0.20929305104129853,0.20929305104129853,0.46109187602996826
0.1424120226380848,2.0,0.6326338127800047,0.04961453378200531,48.60577392578125,0.04613020271062851,168.42669677734375,0.1424120226380848,0.1513164920962758,0.1513164920962758,0.5825129747390747
0.13115916759710328,3.0,0.6724829049752417,0.0488504022359848,55.74143600463867,0.04613020271062851,168.42669677734375,0.13115916759710328,0.13176149648703364,0.13176149648703364,0.5545570254325867
0.12569258806349057,4.0,0.7036076397076161,0.04927051067352295,66.31385803222656,0.04613020271062851,168.42669677734375,0.12569258806349057,0.11922078954710744,0.11922078954710744,0.6525171399116516
0.12208908062671553,5.0,0.7161046922895543,0.04699268192052841,71.73158264160156,0.04613020271062851,168.42669677734375,0.12208908062671553,0.11002599525831976,0.11002599525831976,0.6574549078941345
0.11925112707129741,6.0,0.7255364300872436,0.04715295881032944,78.80479431152344,0.04613020271062851,168.42669677734375,0.11925112707129741,0.10372703014263357,0.10372703014263357,0.6795538663864136
0.11713491482108979,7.0,0.7377976892242396,0.04959842562675476,77.99755859375,0.04613020271062851,168.42669677734375,0.11713491482108979,0.09905237421269276,0.09905237421269276,0.6855598092079163
0.11572604371505761,8.0,0.7385050695590663,0.04831370711326599,82.58088684082031,0.04613020271062851,168.42669677734375,0.11572604371505761,0.09392334109822965,0.09392334109822965,0.6989759206771851
0.11595464219352149,9.0,0.7307238858759727,0.046801380813121796,87.40145111083984,0.04613020271062851,168.42669677734375,0.11595464219352149,0.09052232686742266,0.09052232686742266,0.7055955529212952
0.1152863722629239,10.0,0.7425135581230842,0.04695854336023331,89.0716323852539,0.04613020271062851,168.42669677734375,0.1152863722629239,0.08701321819591369,0.08701321819591369,0.7097040414810181
0.11513545792975872,11.0,0.742277764678142,0.045738108456134796,92.83716583251953,0.04613020271062851,168.42669677734375,0.11513545792975872,0.0852841393550518,0.0852841393550518,0.7240306735038757
0.1142543568149599,12.0,0.7465220466871021,0.04810328781604767,91.15538787841797,0.04613020271062851,168.42669677734375,0.1142543568149599,0.0827375937153123,0.0827375937153123,0.7269351482391357
0.11760426357483364,13.0,0.7342607875501062,0.05032157897949219,93.25511169433594,0.04613020271062851,168.42669677734375,0.11760426357483364,0.08137983483595049,0.08137983483595049,0.7387305498123169
0.11659636495178585,14.0,0.742277764678142,0.04672301560640335,96.14091491699219,0.04613020271062851,168.42669677734375,0.11659636495178585,0.08008337901993291,0.08008337901993291,0.743462085723877
0.11661049033906262,15.0,0.7498231549162934,0.04666107892990112,96.4019775390625,0.04613020271062851,168.42669677734375,0.11661049033906262,0.07775497505666418,0.07775497505666418,0.7416092157363892
0.11617081012402017,16.0,0.7486441876915821,0.046223558485507965,99.73600006103516,0.04613020271062851,168.42669677734375,0.11617081012402017,0.0761637083522164,0.0761637083522164,0.7539085149765015
0.11880852953846852,17.0,0.7413345908983731,0.04824918508529663,98.50285339355469,0.04613020271062851,168.42669677734375,0.11880852953846852,0.07580387476160151,0.07580387476160151,0.7689900398254395
0.11659550120444884,18.0,0.745343079462391,0.04864019900560379,97.9754867553711,0.04613020271062851,168.42669677734375,0.11659550120444884,0.07540107060837967,0.07540107060837967,0.7495013475418091
0.11700821613975922,19.0,0.747465220466871,0.04514908790588379,103.35308837890625,0.04613020271062851,168.42669677734375,0.11700821613975922,0.074350789547641,0.074350789547641,0.7625489830970764
0.11583376376310123,20.0,0.7493515680264089,0.04772625118494034,101.26667022705078,0.04613020271062851,168.42669677734375,0.11583376376310123,0.07218186011525908,0.07218186011525908,0.769262433052063
