alignment_loss,epoch,eval_acc,pred_cov_top1_eig,pred_effective_rank,target_cov_top1_eig,target_effective_rank,total_loss,train_alignment_loss,train_total_loss,variance_ratio
0.08364801296289226,1.0,0.904802289833563,0.05613721162080765,16.43501091003418,0.06740792095661163,52.28089141845703,0.08364801296289226,0.08152222364875443,0.08152222364875443,0.4464074373245239
nan,2.0,0.1984749587315049,,,,,nan,nan,nan,
nan,3.0,0.1984749587315049,,,,,nan,nan,nan,
nan,4.0,0.1984749587315049,,,,,nan,nan,nan,
nan,5.0,0.1984749587315049,,,,,nan,nan,nan,
nan,6.0,0.1984749587315049,,,,,nan,nan,nan,
nan,7.0,0.1984749587315049,,,,,nan,nan,nan,
nan,8.0,0.1984749587315049,,,,,nan,nan,nan,
nan,9.0,0.1984749587315049,,,,,nan,nan,nan,
nan,10.0,0.1984749587315049,,,,,nan,nan,nan,
nan,11.0,0.1984749587315049,,,,,nan,nan,nan,
nan,12.0,0.1984749587315049,,,,,nan,nan,nan,
nan,13.0,0.1984749587315049,,,,,nan,nan,nan,
nan,14.0,0.1984749587315049,,,,,nan,nan,nan,
nan,15.0,0.1984749587315049,,,,,nan,nan,nan,
nan,16.0,0.1984749587315049,,,,,nan,nan,nan,
nan,17.0,0.1984749587315049,,,,,nan,nan,nan,
nan,18.0,0.1984749587315049,,,,,nan,nan,nan,
nan,19.0,0.1984749587315049,,,,,nan,nan,nan,
nan,20.0,0.1984749587315049,,,,,nan,nan,nan,
