alignment_loss,epoch,eval_acc,pred_cov_top1_eig,pred_effective_rank,target_cov_top1_eig,target_effective_rank,total_loss,train_alignment_loss,train_total_loss,variance_ratio
0.17943655070733472,1.0,0.5475123791558595,0.04367984086275101,33.3693962097168,0.04613020271062851,168.42669677734375,0.17943655070733472,0.26507035382566224,0.26507035382566224,0.408996045589447
0.15556803838286415,2.0,0.6283895307710445,0.04825577884912491,45.463077545166016,0.04613020271062851,168.42669677734375,0.15556803838286415,0.2097234083747931,0.2097234083747931,0.51124507188797
0.14475076730114703,3.0,0.6382928554586182,0.04824177175760269,52.72039031982422,0.04613020271062851,168.42669677734375,0.14475076730114703,0.19185442441048983,0.19185442441048983,0.567984402179718
0.1388824437234346,4.0,0.6720113180853572,0.04752134531736374,60.02220916748047,0.04613020271062851,168.42669677734375,0.1388824437234346,0.18056966553136422,0.18056966553136422,0.5941199064254761
0.13436955968969921,5.0,0.6911105871256779,0.048636265099048615,64.59867095947266,0.04613020271062851,168.42669677734375,0.13436955968969921,0.17410067488904385,0.17410067488904385,0.6156995296478271
0.13124568167300024,6.0,0.7106814430558831,0.04588903486728668,68.72077178955078,0.04613020271062851,168.42669677734375,0.13124568167300024,0.16775183907736216,0.16775183907736216,0.6043391823768616
0.1280423268285795,7.0,0.7036076397076161,0.044761836528778076,72.23570251464844,0.04613020271062851,168.42669677734375,0.1280423268285795,0.16265949890727088,0.16265949890727088,0.607768714427948
0.12616364474117797,8.0,0.7175194529592077,0.048220597207546234,73.55926513671875,0.04613020271062851,168.42669677734375,0.12616364474117797,0.15789199708889964,0.15789199708889964,0.6480658054351807
0.12548655824570182,9.0,0.7205847677434567,0.04916111379861832,78.87950134277344,0.04613020271062851,168.42669677734375,0.12548655824570182,0.15456069224888325,0.15456069224888325,0.6904928684234619
0.12317415813993829,10.0,0.7309596793209149,0.0491747185587883,78.5622329711914,0.04613020271062851,168.42669677734375,0.12317415813993829,0.15148443842381965,0.15148443842381965,0.6747633814811707
0.12238733881530658,11.0,0.732138646545626,0.04895657300949097,80.82896423339844,0.04613020271062851,168.42669677734375,0.12238733881530658,0.1484565433303871,0.1484565433303871,0.6846218109130859
0.12187036060972108,12.0,0.7349681678849328,0.0493837371468544,80.88194274902344,0.04613020271062851,168.42669677734375,0.12187036060972108,0.14561831720235419,0.14561831720235419,0.6841539740562439
0.12078990186969786,13.0,0.7340249941051639,0.04613311588764191,84.47315216064453,0.04613020271062851,168.42669677734375,0.12078990186969786,0.14398925401224724,0.14398925401224724,0.6803910732269287
0.12103261527546283,14.0,0.7392124498938929,0.04530666768550873,85.14794921875,0.04613020271062851,168.42669677734375,0.12103261527546283,0.1423339119791966,0.1423339119791966,0.6763997077941895
0.12067808677455329,15.0,0.7439283187927376,0.04786106199026108,86.20366668701172,0.04613020271062851,168.42669677734375,0.12067808677455329,0.1401338713823503,0.1401338713823503,0.6992155909538269
0.12029456581759639,16.0,0.7429851450129686,0.04915288835763931,85.49078369140625,0.04613020271062851,168.42669677734375,0.12029456581759639,0.13908737751975966,0.13908737751975966,0.6945042014122009
0.1201212382828169,17.0,0.7439283187927376,0.04637434333562851,90.27465057373047,0.04613020271062851,168.42669677734375,0.1201212382828169,0.13812379247101902,0.13812379247101902,0.7134878635406494
0.11943191881591322,18.0,0.7434567319028531,0.04768688976764679,88.79019165039062,0.04613020271062851,168.42669677734375,0.11943191881591322,0.13646727565950556,0.13646727565950556,0.7040000557899475
0.11976768336074585,19.0,0.7488799811365244,0.04753360152244568,91.96920776367188,0.04613020271062851,168.42669677734375,0.11976768336074585,0.13512102900558573,0.13512102900558573,0.7300985455513
0.11969736531865229,20.0,0.7458146663522754,0.04554126411676407,93.74571990966797,0.04613020271062851,168.42669677734375,0.11969736531865229,0.13445790913632208,0.13445790913632208,0.7111342549324036
