alignment_loss,bcs_loss,conditional_routing_entropy,conditional_routing_entropy_norm,epoch,eval_acc,expert_usage_entropy,expert_usage_entropy_norm,invariance_loss,pred_cov_top1_eig,pred_effective_rank,sigreg_loss,target_cov_top1_eig,target_effective_rank,total_loss,train_alignment_loss,train_bcs_loss,train_invariance_loss,train_sigreg_loss,train_total_loss,variance_ratio
0.07496910809825619,0.4007370680802139,1.0524216890335083,0.7591617703437805,1.0,0.9165013402795656,1.3214411735534668,0.9532183408737183,0.0002929233263617454,0.06105516105890274,17.341421127319336,4.007663602576663,0.06740792095661163,52.28089141845703,0.4757354745555286,0.08042568522742292,0.400751111590344,0.0003142370564790496,4.007825351573503,0.4812082262820429,0.5191289782524109
0.07236184339793594,0.4007286426011148,1.0041531324386597,0.7243433594703674,2.0,0.9208023504111705,1.250368356704712,0.9019501209259033,0.000282738697219654,0.060704104602336884,19.229997634887695,4.007569158626609,0.06740792095661163,52.28089141845703,0.4731187652405817,0.07157309665131922,0.40071506984843175,0.0002796566321659973,4.007430352972522,0.47231613808472106,0.5356370806694031
0.07116411793091552,0.40070914075136693,0.9401441812515259,0.6781706809997559,3.0,0.9253532431736609,1.1729639768600464,0.8461146354675293,0.0002780600819093724,0.06087008863687515,21.01496696472168,4.007369472330175,0.06740792095661163,52.28089141845703,0.47190107108904644,0.06883858906603314,0.40070484420729846,0.0002689749621018305,4.0073174193089995,0.46957033698354017,0.5666806697845459
0.07104807056843052,0.40070044402604543,0.9764391183853149,0.7043519616127014,4.0,0.925936302645727,1.1865659952163696,0.8559264540672302,0.00027760677136370106,0.06292131543159485,21.341299057006836,4.00728204558654,0.06740792095661163,52.28089141845703,0.4717762811985218,0.06716833386239165,0.4006965101106549,0.000262450527346694,4.0072275509556174,0.46789109495487596,0.5777111649513245
0.07055040927689397,0.4007119220697694,1.0327937602996826,0.7450032234191895,5.0,0.9251563659493268,1.2423428297042847,0.896160900592804,0.00027566278269182675,0.061180852353572845,21.40319061279297,4.007394882036403,0.06740792095661163,52.28089141845703,0.47128990388729336,0.06601818574991863,0.40069293501672915,0.0002579577613280235,4.00718730879993,0.4667369227267778,0.5664246082305908
0.07057368822082234,0.40070297760844,0.9520971775054932,0.6867929100990295,6.0,0.9253532431736609,1.142946481704712,0.8244615793228149,0.00027575371664482416,0.0617789700627327,22.189319610595703,4.007305526915378,0.06740792095661163,52.28089141845703,0.4713042468927964,0.06516049327324455,0.4006897902534218,0.00025460740056260236,4.00715250891466,0.46587575021098554,0.5808097124099731
0.07019433047439594,0.4007019083423109,0.9918140172958374,0.7154425978660583,7.0,0.9258530084354318,1.2003142833709717,0.8658437132835388,0.0002742718491114614,0.062059350311756134,22.231168746948242,4.0072933578225465,0.06740792095661163,52.28089141845703,0.4709236721444496,0.06441934795521223,0.4006852386523658,0.0002517123013447915,4.007104098181457,0.4651297636881613,0.5830662846565247
0.07042670705440908,0.40070948373511156,1.036941409111023,0.747995138168335,8.0,0.9212188214626463,1.2174091339111328,0.8781750798225403,0.00027517957023865004,0.06102563440799713,21.4735107421875,4.007370022789644,0.06740792095661163,52.28089141845703,0.4711637152297254,0.0638693167981262,0.40068308507346906,0.0002495637420206385,4.007080415222071,0.4645773640768652,0.5654848217964172
0.07014587064657589,0.4007030860609827,1.0281602144241333,0.7416608333587646,9.0,0.9227711226545108,1.2174683809280396,0.8782178163528442,0.00027408255230652027,0.06054219603538513,22.494579315185547,4.007304940969883,0.06740792095661163,52.28089141845703,0.47087637081691963,0.0633928434321635,0.40068067414308023,0.0002477025185940809,4.00705444430597,0.46409829385915213,0.5785704851150513
nan,nan,,,10.0,0.1984749587315049,,,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,,,11.0,0.1984749587315049,,,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,,,12.0,0.1984749587315049,,,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,,,13.0,0.1984749587315049,,,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,,,14.0,0.1984749587315049,,,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,,,15.0,0.1984749587315049,,,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,,,16.0,0.1984749587315049,,,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,,,17.0,0.1984749587315049,,,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,,,18.0,0.1984749587315049,,,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,,,19.0,0.1984749587315049,,,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
nan,nan,,,20.0,0.1984749587315049,,,nan,,,nan,,,nan,nan,nan,nan,nan,nan,
