alignment_loss,conditional_routing_entropy,conditional_routing_entropy_norm,epoch,eval_acc,expert_usage_entropy,expert_usage_entropy_norm,pred_cov_top1_eig,pred_effective_rank,target_cov_top1_eig,target_effective_rank,total_loss,train_alignment_loss,train_total_loss,variance_ratio
0.07500041285711538,1.022642731666565,0.7376807928085327,1.0,0.9138359255501204,1.252934217453003,0.9038009643554688,0.060063570737838745,17.165605545043945,0.06740792095661163,52.28089141845703,0.07500041285711538,0.08042067936065973,0.08042067936065973,0.5068268775939941
0.072380930876317,0.9939883947372437,0.717011034488678,2.0,0.9216655813178658,1.2097477912902832,0.8726485967636108,0.05999283492565155,19.676755905151367,0.06740792095661163,52.28089141845703,0.072380930876317,0.07142863375896613,0.07142863375896613,0.5403518676757812
0.07094356626016293,0.9826507568359375,0.7088326811790466,3.0,0.9260953188653814,1.1841669082641602,0.8541958332061768,0.060758039355278015,21.074016571044922,0.06740792095661163,52.28089141845703,0.07094356626016293,0.06866677620573994,0.06866677620573994,0.5617490410804749
0.0709831351000361,0.9435548186302185,0.6806309223175049,4.0,0.9255198315942512,1.1450414657592773,0.8259727954864502,0.06203147768974304,21.84308624267578,0.06740792095661163,52.28089141845703,0.0709831351000361,0.06701736817045151,0.06701736817045151,0.5753450393676758
0.07024875975786116,0.959057092666626,0.6918134689331055,5.0,0.9250882161409035,1.1885145902633667,0.8573320508003235,0.06130189448595047,21.396806716918945,0.06740792095661163,52.28089141845703,0.07024875975786116,0.0658612185724846,0.0658612185724846,0.5663589239120483
0.07033480126693091,0.9572930335998535,0.6905409693717957,6.0,0.9246717450894277,1.1797032356262207,0.8509759902954102,0.05985874682664871,22.79180335998535,0.06740792095661163,52.28089141845703,0.07033480126693091,0.06493139844766224,0.06493139844766224,0.5763363838195801
0.07003426763530382,0.9358457922935486,0.67507004737854,7.0,0.9267162393421272,1.1475027799606323,0.8277482986450195,0.06102948635816574,22.587202072143555,0.06740792095661163,52.28089141845703,0.07003426763530382,0.06420883285657977,0.06420883285657977,0.5789534449577332
0.07054029675164052,0.9858747720718384,0.7111583352088928,8.0,0.9199694083082188,1.2102415561676025,0.8730047345161438,0.060369499027729034,21.544139862060547,0.06740792095661163,52.28089141845703,0.07054029675164052,0.06363023175635747,0.06363023175635747,0.5630180835723877
0.07056408980221675,1.0108696222305298,0.7291883230209351,9.0,0.9253078099680453,1.2296020984649658,0.8869704008102417,0.061259716749191284,23.970081329345703,0.06740792095661163,52.28089141845703,0.07056408980221675,0.06319602309861087,0.06319602309861087,0.5980909466743469
0.07007358889747599,0.999975860118866,0.7213301062583923,10.0,0.9261180354681892,1.2102423906326294,0.8730053305625916,0.06311096251010895,22.024089813232422,0.06740792095661163,52.28089141845703,0.07007358889747599,0.06278494805906636,0.06278494805906636,0.5865039825439453
0.07055073775236746,1.0101784467697144,0.7286897301673889,11.0,0.9239296693977072,1.2075433731079102,0.8710584044456482,0.061076536774635315,23.365127563476562,0.06740792095661163,52.28089141845703,0.07055073775236746,0.062442744358979,0.062442744358979,0.5901375412940979
0.07047453637480099,1.028380274772644,0.7418195605278015,12.0,0.9225818176311127,1.2326164245605469,0.889144778251648,0.06107025593519211,22.898630142211914,0.06740792095661163,52.28089141845703,0.07047453637480099,0.062189787773287056,0.062189787773287056,0.5831491351127625
0.07069038978786049,1.006203293800354,0.7258222699165344,13.0,0.9235662037527828,1.210567831993103,0.8732401132583618,0.06062155216932297,24.35790252685547,0.06740792095661163,52.28089141845703,0.07069038978786049,0.062008406175630346,0.062008406175630346,0.6004971265792847
0.07055979534910067,0.9584549069404602,0.6913790702819824,14.0,0.9205373233784132,1.1542940139770508,0.8326471447944641,0.061191290616989136,23.080514907836914,0.06740792095661163,52.28089141845703,0.07055979534910067,0.061754019750706844,0.061754019750706844,0.5871256589889526
0.07055455326632983,0.9287809729576111,0.6699738502502441,15.0,0.921741303327225,1.1386613845825195,0.821370542049408,0.062307462096214294,23.40400505065918,0.06740792095661163,52.28089141845703,0.07055455326632983,0.06151448702704742,0.06151448702704742,0.5976399183273315
0.07059509301154555,0.9877535104751587,0.7125135660171509,16.0,0.9209689388317608,1.196201205253601,0.8628767728805542,0.06295685470104218,21.254220962524414,0.06740792095661163,52.28089141845703,0.07059509301154555,0.06135598369949317,0.06135598369949317,0.5751310586929321
0.07052705911465175,0.9497753977775574,0.6851181387901306,17.0,0.9177961866396087,1.1536914110183716,0.8322124481201172,0.06019922345876694,22.494159698486328,0.06740792095661163,52.28089141845703,0.07052705911465175,0.06120851220293237,0.06120851220293237,0.5761725306510925
0.07069865187486166,0.9955751299858093,0.7181556224822998,18.0,0.9201208523269373,1.1876176595687866,0.8566850423812866,0.06094185262918472,23.36417007446289,0.06740792095661163,52.28089141845703,0.07069865187486166,0.061068232913727725,0.061068232913727725,0.5890918970108032
0.07081721155273474,0.9745480418205261,0.702987790107727,19.0,0.9195377928548712,1.1766951084136963,0.8488060832023621,0.061020173132419586,23.582172393798828,0.06740792095661163,52.28089141845703,0.07081721155273474,0.06087816785802138,0.06087816785802138,0.589276134967804
nan,,,20.0,0.1984749587315049,,,,,,,nan,nan,nan,
